GenValnCl.,Type,Agency code,Master Agreement,Instrument,Transaction No.,Contract name,External Ref.,Contract signed date,Starting date ,End date,Interest,floating rate,Debt Outstanding 08/2020,Disbursement,Principal Paid/roll/refi/switch,Interest Paid,Fee paid,Debt Outstanding 09/2020,TCurr,Lenders/Counterparty,Fin.Proj.,PTyp,TTyp,Reference 2,Purpose,duration(day),remaining maturity (day)
1,Def,309,G57A01,BOND,1002000,GOVERNMENT BOND 2557/2 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,13000000000,0,0,0,,13000000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G57A01,BOND,1002046,GOVERNMENT BOND 2557/7 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G57A01,BOND,1002084,GOVERNMENT BOND 2557/10 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G57A01,BOND,1002154,GOVERNMENT BOND 2557/11 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,7246000000,0,0,0,,7246000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G57A01,BOND,1002014,Amortized Bond 2557/1 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,12000000000,0,0,0,,12000000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G57A01,BOND,1002047,Amortized Bond 2557/2 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,13000000000,0,0,0,,13000000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G57A01,BOND,1002101,Amortized Bond 2557/3 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,15000000000,0,0,0,,15000000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G57A01,BOND,1002173,Amortized Bond 2557/4 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,8000000000,0,0,0,,8000000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G57C01,BOND,1002138,DEBT MGT. GOV. BOND 2557/6 (RE-OPEN GB 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,7154,3187
1,Def,309,G57C01,BOND,1002108,DEBT MGT. GOV. BOND 2557/3 (RE-OPEN GB 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,Refinance,11170,8673
1,Def,309,G57C01,BOND,1002180,DEBT MGT. GOV. BOND 2557/8 (RE-OPEN GB 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,8000000000,0,0,0,,8000000000,THB,ISIV,,55A,20D,,Refinance,11170,8673
1,Def,309,G57C01,BOND,1002121,DEBT MGT. GOV. BOND 2557/5 (RE-OPEN GB 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,8691000000,0,0,0,,8691000000,THB,ISIV,,55A,20D,,Refinance,18368,14870
1,Def,309,G58A01,BOND,1002193,INFLATION-LINKED GOV. BOND 2558/1 (RE-OPEN IDMG 2556/2),ILB283A,03/12/13,03/12/13,03/12/28,1.25,<IIR-RATE> + 1.25,5900000000,0,0,38473009.66,,5900000000,THB,ISIV,,55A,20D,,New Issue,5479,2720
1,Def,309,G58A01,BOND,1002341,INFLATION-LINKED GOV. BOND 2558/2 (RE-OPEN IDMG 2556/2),ILB283A,03/12/13,03/12/13,03/12/28,1.25,<IIR-RATE> + 1.25,4000000000,0,0,26083396.38,,4000000000,THB,ISIV,,55A,20D,,New Issue,5479,2720
1,Def,309,G58A01,BOND,1002386,INFLATION-LINKED GOV. BOND 2558/3 (RE-OPEN IDMG 2556/2),ILB283A,03/12/13,03/12/13,03/12/28,1.25,<IIR-RATE> + 1.25,9438000000,0,0,61543773.76,,9438000000,THB,ISIV,,55A,20D,,New Issue,5479,2720
1,Def,309,G58A01,BOND,1002458,INFLATION-LINKED GOV. BOND 2558/4 (RE-OPEN IDMG 2556/2),ILB283A,03/12/13,03/12/13,03/12/28,1.25,<IIR-RATE> + 1.25,5000000000,0,0,32604245.47,,5000000000,THB,ISIV,,55A,20D,,New Issue,5479,2720
1,Def,309,G58A01,BOND,1002499,INFLATION-LINKED GOV. BOND 2558/5 (RE-OPEN IDMG 2556/2),ILB283A,03/12/13,03/12/13,03/12/28,1.25,<IIR-RATE> + 1.25,5000000000,0,0,32604245.47,,5000000000,THB,ISIV,,55A,20D,,New Issue,5479,2720
1,Def,309,G58A01,BOND,1002403,GOVERNMENT BOND 2558/5 (RE-OPEN 2554/4),LB21DA,11/19/10,11/19/10,12/17/21,3.65,,23803000000,0,0,0,,23803000000,THB,ISIV,,55A,20D,,New Issue,4046,443
1,Def,309,G58A01,BOND,1002481,GOVERNMENT BOND 2558/8 (RE-OPEN 2554/4),LB21DA,11/19/10,11/19/10,12/17/21,3.65,,24000000000,0,0,0,,24000000000,THB,ISIV,,55A,20D,,New Issue,4046,443
1,Def,309,G58A01,BOND,1002195,GOVERNMENT BOND 2558/1 (RE-OPEN 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,7978000000,0,0,0,,7978000000,THB,ISIV,,55A,20D,,New Issue,7154,3187
1,Def,309,G58A01,BOND,1002400,GOVERNMENT BOND 2558/4 (RE-OPEN 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,6160000000,0,0,0,,6160000000,THB,ISIV,,55A,20D,,New Issue,7154,3187
1,Def,309,G58A01,BOND,1002466,GOVERNMENT BOND 2558/7 (RE-OPEN 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,New Issue,7154,3187
1,Def,309,G58A01,BOND,1002655,GOVERNMENT BOND 2558/12 (RE-OPEN 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,12000000000,0,0,0,,12000000000,THB,ISIV,,55A,20D,,New Issue,7154,3187
1,Def,309,G58A01,BOND,1002406,GOVERNMENT BOND 2558/6 (RE-OPEN 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,New Issue,11170,8673
1,Def,309,G58A01,BOND,1002498,GOVERNMENT BOND 2558/10 (RE-OPEN 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,8000000000,0,0,0,,8000000000,THB,ISIV,,55A,20D,,New Issue,11170,8673
1,Def,309,G58A01,BOND,1002666,GOVERNMENT BOND 2558/14 (RE-OPEN 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,4255000000,0,0,0,,4255000000,THB,ISIV,,55A,20D,,New Issue,11170,8673
1,Def,309,G58A01,BOND,1002196,GOVERNMENT BOND 2558/2 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,5972000000,0,0,0,,5972000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G58A01,BOND,1002395,GOVERNMENT BOND 2558/3 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,6000000000,0,0,0,,6000000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G58A01,BOND,1002484,GOVERNMENT BOND 2558/9 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,7000000000,0,0,0,,7000000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G58A01,BOND,1002664,GOVERNMENT BOND 2558/13 (RE-OPEN 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,7000000000,0,0,0,,7000000000,THB,ISIV,,55A,20D,,New Issue,18368,14870
1,Def,309,G58A01,BOND,1002229,Amortized Bond 2558/1 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,5970000000,0,0,0,,5970000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G58A01,BOND,1002390,Amortized Bond 2558/2 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G58A01,BOND,1002480,Amortized Bond 2558/3 (RE-OPEN 2556),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,New Issue,9131,6282
1,Def,309,G58C01,BOND,1002334,DEBT MGT. GOV. BOND 2558/3 (RE-OPEN GB 2554/4),LB21DA,11/19/10,11/19/10,12/17/21,3.65,,9435510000,0,0,0,,9435510000,THB,ISIV,,55A,20D,,Switching,4046,443
1,Def,309,G58C01,BOND,1002372,DEBT MGT. GOV. BOND 2558/7 (RE-OPEN GB 2554/4),LB21DA,11/19/10,11/19/10,12/17/21,3.65,,23976000000,0,0,0,,23976000000,THB,ISIV,,55A,20D,,Refinance,4046,443
1,Def,309,G58C01,BOND,1002586,DEBT MGT. GOV. BOND 2558/8 (RE-OPEN GB 2554/4 BD),LB21DA,11/19/10,11/19/10,12/17/21,3.65,,23779000000,0,0,0,,23779000000,THB,ISIV,,55A,20D,,Refinance,4046,443
1,Def,309,G58C01,BOND,1002635,DEBT MGT. GOV. BOND 2558/11 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,9655803000,0,0,0,,9655803000,THB,ISIV,,55A,20D,,Switching,5495,1899
1,Def,309,G58C01,BOND,1002640,DEBT MGT. GOV. BOND 2558/15 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,20000000000,0,0,0,,20000000000,THB,ISIV,,55A,20D,,Refinance,5495,1899
1,Def,309,G58C01,BOND,1002353,DEBT MGT. GOV. BOND 2558/5 (RE-OPEN GB 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,Refinance,7154,3187
1,Def,309,G58C01,BOND,1002636,DEBT MGT. GOV. BOND 2558/12 (RE-OPEN GB 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,10580000000,0,0,0,,10580000000,THB,ISIV,,55A,20D,,Switching,7154,3187
1,Def,309,G58C01,BOND,1002338,DEBT MGT. GOV. BOND 2558/4 (RE-OPEN GB 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,18000000000,0,0,0,,18000000000,THB,ISIV,,55A,20D,,Refinance,11170,8673
1,Def,309,G58C01,BOND,1002639,DEBT MGT. GOV. BOND 2558/14 (RE-OPEN GB 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,Refinance,11170,8673
1,Def,309,G58C01,BOND,1002359,DEBT MGT. GOV. BOND 2558/6 (RE-OPEN GB 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,3788000000,0,0,0,,3788000000,THB,ISIV,,55A,20D,,Refinance,18368,14870
1,Def,309,G58C01,BOND,1002609,DEBT MGT. GOV. BOND 2558/13 (RE-OPEN GB 2554/9),LB616A,03/04/11,03/04/11,06/17/61,4.85,,7000000000,0,0,0,,7000000000,THB,ISIV,,55A,20D,,Refinance,18368,14870
1,Def,309,G58C01,BOND,1002335,Amortized DEBT MGT. GOV. BOND 2558/1 (RE-OPEN 2556 BD),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,18015113000,0,0,0,,18015113000,THB,ISIV,,55A,20D,,Switching,9131,6282
1,Def,309,G58C01,BOND,1002504,Amortized DEBT MGT. GOV. BOND 2558/2 (RE-OPEN 2556 BD),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,9131,6282
1,Def,309,G58C01,BOND,1002637,Amortized DEBT MGT. GOV. BOND 2558/3 (RE-OPEN 2556 BD),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,17393870000,0,0,0,,17393870000,THB,ISIV,,55A,20D,,Switching,9131,6282
1,Def,309,G58C01,BOND,1002654,Amortized DEBT MGT. GOV. BOND 2558/4 (RE-OPEN 2556 BD),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,9131,6282
1,Def,309,G58C01,BOND,1002674,Amortized DEBT MGT. GOV. BOND 2558/5 (RE-OPEN 2556 BD),LBA37DA,12/12/12,12/12/12,12/12/37,4.26,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,9131,6282
1,Def,309,G59A01,BOND,1002737,GOVERNMENT BOND 2559/4 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,13000000000,0,0,0,,13000000000,THB,ISIV,,55A,20D,,New Issue,5495,1899
1,Def,309,G59A01,BOND,1002801,GOVERNMENT BOND 2559/7 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,New Issue,5495,1899
1,Def,309,G59A01,BOND,1002913,GOVERNMENT BOND 2559/12 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,16000000000,0,0,0,,16000000000,THB,ISIV,,55A,20D,,New Issue,5495,1899
1,Def,309,G59A01,BOND,1002732, GOVERNMENT BOND 2559/3 (RE-OPEN 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,26000000000,0,0,0,,26000000000,THB,ISIV,,55A,20D,,New Issue,7154,3187
1,Def,309,G59A01,BOND,1002829,GOVERNMENT BOND 2559/8 (RE-OPEN 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,New Issue,7154,3187
1,Def,309,G59A01,BOND,1002768,GOVERNMENT BOND 2559/5,LB366A,11/20/15,11/20/15,06/17/36,3.4,,11000000000,0,0,0,,11000000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G59A01,BOND,1002896,GOVERNMENT BOND 2559/10 (RE-OPEN 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G59A01,BOND,1003323,GOVERNMENT BOND 2559/13 (RE-OPEN 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,9230000000,0,0,0,,9230000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G59A01,BOND,1002731,GOVERNMENT BOND 2559/2 (RE-OPEN 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,19000000000,0,0,0,,19000000000,THB,ISIV,,55A,20D,,New Issue,11170,8673
1,Def,309,G59A01,BOND,1002769,GOVERNMENT BOND 2559/6,LB666A,11/27/15,11/27/15,06/17/66,4,,9000000000,0,0,0,,9000000000,THB,ISIV,,55A,20D,,New Issue,18465,16696
1,Def,309,G59C01,BOND,1002859,DEBT MGT. GOV. BOND 2559/4 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,13000000000,0,0,0,,13000000000,THB,ISIV,,55A,20D,,Refinance,5495,1899
1,Def,309,G59C01,BOND,1003355,DEBT MGT. GOV. BOND 2559/15 (RE-OPEN OnlendDMG 2559/1),LB26DA,08/15/16,08/15/16,12/17/26,2.125,,14182000000,0,0,0,,14182000000,THB,ISIV,,55A,20D,,Switching,3776,2269
1,Def,309,G59C01,BOND,1002884,DEBT MGT. GOV. BOND 2559/6 (RE-OPEN GB 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,7154,3187
1,Def,309,G59C01,BOND,1002915,DEBT MGT. GOV. BOND 2559/8 (RE-OPEN GB 2553/2),LB296A,11/20/09,11/20/09,06/22/29,4.875,,20000000000,0,0,0,,20000000000,THB,ISIV,,55A,20D,,Refinance,7154,3187
1,Def,309,G59C01,BOND,1003328,DEBT MGT. GOV. BOND 2559/10 (RE-OPEN GB 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,16000000000,0,0,0,,16000000000,THB,ISIV,,55A,20D,,Refinance,7525,3915
1,Def,309,G59C01,BOND,1002828,DEBT MGT. GOV. BOND 2559/2 (RE-OPEN GB 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,11000000000,0,0,0,,11000000000,THB,ISIV,,55A,20D,,Refinance,7515,5739
1,Def,309,G59C01,BOND,1003382,DEBT MGT. GOV. BOND 2559/12 (RE-OPEN GB 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,2600000000,0,0,0,,2600000000,THB,ISIV,,55A,20D,,Refinance,7515,5739
1,Def,309,G59C01,BOND,1002853,DEBT MGT. GOV. BOND 2559/3 (RE-OPEN GB 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,11170,8673
1,Def,309,G59C01,BOND,1003131,DEBT MGT. GOV. BOND 2559/7 (RE-OPEN GB 2557/3),LB446A,11/29/13,11/29/13,06/29/44,4.675,,9802000000,0,0,0,,9802000000,THB,ISIV,,55A,20D,,Refinance,11170,8673
1,Def,309,G59C01,BOND,1003347,DEBT MGT. GOV. BOND 2559/11 (RE-OPEN GBR 2559/5 TKK),LB466A,07/08/16,07/08/16,06/17/46,2.875,,7730000000,0,0,0,,7730000000,THB,ISIV,,55A,20D,,Refinance,10936,9391
1,Def,309,G59C01,BOND,1002827,DEBT MGT. GOV. BOND 2559/1 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,18465,16696
1,Def,309,G59C01,BOND,1002883,DEBT MGT. GOV. BOND 2559/5 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,18465,16696
1,Def,309,G59C01,BOND,1002935,DEBT MGT. GOV. BOND 2559/9 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,10000000000,0,0,0,,10000000000,THB,ISIV,,55A,20D,,Refinance,18465,16696
1,Def,309,G59C01,BOND,1003356,DEBT MGT. GOV. BOND 2559/16 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,15500000000,0,0,0,,15500000000,THB,ISIV,,55A,20D,,Switching,18465,16696
1,Def,309,G59C01,BOND,1003383,DEBT MGT. GOV. BOND 2559/13 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,13000000000,0,0,0,,13000000000,THB,ISIV,,55A,20D,,Refinance,18465,16696
1,Def,309,G60A01,BOND,1003409,GOVERNMENT BOND 2560/3 (RE-OPEN ProjectLoanDMG 2559/1),LB226A,07/15/16,07/15/16,06/17/22,1.875,,30513000000,0,0,0,,30513000000,THB,ISIV,,55A,20D,,New Issue,2163,625
1,Def,309,G60A01,BOND,1003486,GOVERNMENT BOND 2560/6 (RE-OPEN ProjectLoanDMG 2559/1),LB226A,07/15/16,07/15/16,06/17/22,1.875,,26805000000,0,0,0,,26805000000,THB,ISIV,,55A,20D,,New Issue,2163,625
1,Def,309,G60A01,BOND,1003718,GOVERNMENT BOND 2560/20 (RE-OPEN GBR 2560/3 FIDF3),LB22DA,08/04/17,08/04/17,12/17/22,2,,25000000000,0,0,0,,25000000000,THB,ISIV,,55A,20D,,New Issue,1961,808
1,Def,309,G60A01,BOND,1003495,GOVERNMENT BOND 2560/8 (RE-OPEN OnlendDMG 2559/1),LB26DA,08/15/16,08/15/16,12/17/26,2.125,,28000000000,0,0,0,,28000000000,THB,ISIV,,55A,20D,,New Issue,3776,2269
1,Def,309,G60A01,BOND,1003397,GOVERNMENT BOND 2560/1 (RE-OPEN 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,11420000000,0,0,0,,11420000000,THB,ISIV,,55A,20D,,New Issue,7525,3915
1,Def,309,G60A01,BOND,1003516,GOVERNMENT BOND 2560/10 (RE-OPEN 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,11000000000,0,0,0,,11000000000,THB,ISIV,,55A,20D,,New Issue,7525,3915
1,Def,309,G60A01,BOND,1003612,GOVERNMENT BOND 2560/15 (RE-OPEN 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,12100000000,0,0,0,,12100000000,THB,ISIV,,55A,20D,,New Issue,7525,3915
1,Def,309,G60A01,BOND,1003655,GOVERNMENT BOND 2560/16 (RE-OPEN 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,15400000000,0,0,0,,15400000000,THB,ISIV,,55A,20D,,New Issue,7525,3915
1,Def,309,G60A01,BOND,1003410,GOVERNMENT BOND 2560/4 (RE-OPEN 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,4260000000,0,0,0,,4260000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G60A01,BOND,1003490,GOVERNMENT BOND 2560/7 (RE-OPEN 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,16000000000,0,0,0,,16000000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G60A01,BOND,1003586,GOVERNMENT BOND 2560/13 (RE-OPEN 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,25200000000,0,0,0,,25200000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G60A01,BOND,1003669,GOVERNMENT BOND 2560/17 (RE-OPEN 2559/5),LB366A,11/20/15,11/20/15,06/17/36,3.4,,13600000000,0,0,0,,13600000000,THB,ISIV,,55A,20D,,New Issue,7515,5739
1,Def,309,G60A01,BOND,1003434,GOVERNMENT BOND 2560/5 (RE-OPEN GBR 2559/5 TKK),LB466A,07/08/16,07/08/16,06/17/46,2.875,,4615000000,0,0,0,,4615000000,THB,ISIV,,55A,20D,,New Issue,10936,9391
1,Def,309,G60A01,BOND,1003536,GOVERNMENT BOND 2560/11 (RE-OPEN GBR 2559/5 TKK),LB466A,07/08/16,07/08/16,06/17/46,2.875,,12000000000,0,0,0,,12000000000,THB,ISIV,,55A,20D,,New Issue,10936,9391
1,Def,309,G60A01,BOND,1003581,GOVERNMENT BOND 2560/12 (RE-OPEN GBR 2559/5 TKK),LB466A,07/08/16,07/08/16,06/17/46,2.875,,26400000000,0,0,0,,26400000000,THB,ISIV,,55A,20D,,New Issue,10936,9391
1,Def,309,G60A01,BOND,1003683,GOVERNMENT BOND 2560/18 (RE-OPEN GBR 2559/5 TKK),LB466A,07/08/16,07/08/16,06/17/46,2.875,,11000000000,0,0,0,,11000000000,THB,ISIV,,55A,20D,,New Issue,10936,9391
1,Def,309,G60A01,BOND,1003407,GOVERNMENT BOND 2560/2 (RE-OPEN 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,21610000000,0,0,0,,21610000000,THB,ISIV,,55A,20D,,New Issue,18465,16696
1,Def,309,G60A01,BOND,1003508,GOVERNMENT BOND 2560/9 (RE-OPEN 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,25000000000,0,0,0,,25000000000,THB,ISIV,,55A,20D,,New Issue,18465,16696
1,Def,309,G60A01,BOND,1003610,GOVERNMENT BOND 2560/14 (RE-OPEN 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,14000000000,0,0,0,,14000000000,THB,ISIV,,55A,20D,,New Issue,18465,16696
1,Def,309,G60A01,BOND,1003699,GOVERNMENT BOND 2560/19 (RE-OPEN 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,7700000000,0,0,0,,7700000000,THB,ISIV,,55A,20D,,New Issue,18465,16696
1,Def,309,G60C01,BOND,1003648,DEBT MGT. GOV. BOND 2560/3 (RE-OPEN ProjectLoanDMG 2559/1),LB226A,07/15/16,07/15/16,06/17/22,1.875,,6636000000,0,0,0,,6636000000,THB,ISIV,,55A,20D,,Refinance,2163,625
1,Def,309,G60C01,BOND,1003647,DEBT MGT. GOV. BOND 2560/4 (RE-OPEN GBR 2554/1 TKK),LB25DA,11/26/10,11/26/10,12/12/25,3.85,,11417000000,0,0,0,,11417000000,THB,ISIV,,55A,20D,,Refinance,5495,1899
1,Def,309,G60C01,BOND,1003639,DEBT MGT. GOV. BOND 2560/1 (RE-OPEN OnlendDMG 2559/1),LB26DA,08/15/16,08/15/16,12/17/26,2.125,,20000000000,0,0,0,,20000000000,THB,ISIV,,55A,20D,,Refinance,3776,2269
1,Def,309,G60C01,BOND,1003649,DEBT MGT. GOV. BOND 2560/5 (RE-OPEN GB 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,31358000000,0,0,0,,31358000000,THB,ISIV,,55A,20D,,Refinance,7525,3915
1,Def,309,G60C01,BOND,1003650,DEBT MGT. GOV. BOND 2560/6 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,26271000000,0,0,0,,26271000000,THB,ISIV,,55A,20D,,Refinance,18465,16696
1,Def,309,G60C01,BOND,1003656,DEBT MGT. GOV. BOND 2560/2 (RE-OPEN GB 2559/6),LB666A,11/27/15,11/27/15,06/17/66,4,,14000000000,0,0,0,,14000000000,THB,ISIV,,55A,20D,,Refinance,18465,16696
1,Def,309,G61A01,BOND,1003754,GOVERNMENT BOND 2561/5 (RE-OPEN GBR 2560/3 FIDF3),LB22DA,08/04/17,08/04/17,12/17/22,2,,19464000000,0,0,0,,19464000000,THB,ISIV,,55A,20D,,New Issue,1961,808
1,Def,309,G61A01,BOND,1003825,GOVERNMENT BOND 2561/11 (RE-OPEN GBR 2560/3 FIDF3),LB22DA,08/04/17,08/04/17,12/17/22,2,,31792000000,0,0,0,,31792000000,THB,ISIV,,55A,20D,,New Issue,1961,808
1,Def,309,G61A01,BOND,1003860,GOVERNMENT BOND 2561/14 (RE-OPEN GBR 2560/3 FIDF3),LB22DA,08/04/17,08/04/17,12/17/22,2,,31690000000,0,0,0,,31690000000,THB,ISIV,,55A,20D,,New Issue,1961,808
1,Def,309,G61A01,BOND,1003744,GOVERNMENT BOND 2561/1 (RE-OPEN OnlendDMG 2559/1),LB26DA,08/15/16,08/15/16,12/17/26,2.125,,29700000000,0,0,0,,29700000000,THB,ISIV,,55A,20D,,New Issue,3776,2269
1,Def,309,G61A01,BOND,1003840,GOVERNMENT BOND 2561/12 (RE-OPEN OnlendDMG 2559/1),LB26DA,08/15/16,08/15/16,12/17/26,2.125,,14300000000,0,0,0,,14300000000,THB,ISIV,,55A,20D,,New Issue,3776,2269
1,Def,309,G61A01,BOND,1003747,GOVERNMENT BOND 2561/3 (RE-OPEN 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,25200000000,0,0,0,,25200000000,THB,ISIV,,55A,20D,,New Issue,7525,3915
1,Def,309,G61A01,BOND,1003813,GOVERNMENT BOND 2561/10 (RE-OPEN 2554/3),LB316A,11/12/10,11/12/10,06/20/31,3.65,,12000000000,0,0,0,,12000000000,THB,ISIV,,55A,20D,,New Issue,7525,3915
1,Def,309,G61A01,BOND,1003920,GOVERNMENT BOND 2561/20 (RE-OPEN GBR 2555/1 TKK),LB326A,01/27/12,01/27/12,06/25/32,3.775,,15400000000,0,0,0,,15400000000,THB,ISIV,,55A,20D,,New Issue,7455,4286
